风场,风机名称,故障码,故障描述,发生时间,结束时间,故障时长(分),部件位置,故障类别
白塔公司1号一期风电场,HFJ045,5904,机组正常待机,2019-03-30 16:36:03.000,2019-03-30 16:41:01.000,298,变流器,故障和告警
白塔公司1号一期风电场,HFJ045,5904,机组正常待机,2019-03-30 16:17:43.000,2019-03-30 16:23:01.000,318,变流器,故障和告警
白塔公司1号一期风电场,HFJ045,5904,机组正常待机,2019-03-30 15:50:45.000,2019-03-30 15:55:26.000,281,变流器,故障和告警
白塔公司1号一期风电场,HFJ045,5904,机组正常待机,2019-03-30 15:30:28.000,2019-03-30 15:35:36.000,308,变流器,故障和告警
白塔公司1号一期风电场,HFJ045,5904,机组正常待机,2019-03-30 15:10:02.000,2019-03-30 15:14:15.000,253,变流器,故障和告警
白塔公司1号一期风电场,HFJ045,5904,机组正常待机,2019-03-30 14:02:58.000,2019-03-30 14:06:54.000,236,变流器,故障和告警
白塔公司1号一期风电场,HFJ045,5904,机组正常待机,2019-03-30 13:22:44.000,2019-03-30 13:27:17.000,273,变流器,故障和告警
白塔公司1号一期风电场,HFJ045,7200,备用电源测试告警,2019-03-30 12:44:28.000,2019-03-30 12:45:05.000,37,测试,故障和告警
白塔公司1号一期风电场,HFJ045,5904,机组正常待机,2019-03-30 12:44:28.000,2019-03-30 12:49:25.000,297,变流器,故障和告警
白塔公司1号一期风电场,HFJ045,5503,偏航误差过大,2019-03-30 12:05:28.000,2019-03-30 12:07:11.000,103,偏航,故障和告警
白塔公司1号一期风电场,HFJ045,5503,偏航误差过大,2019-03-30 11:41:14.000,2019-03-30 11:41:51.000,37,偏航,故障和告警
白塔公司1号一期风电场,HFJ045,5503,偏航误差过大,2019-03-30 11:22:31.000,2019-03-30 11:23:09.000,38,偏航,故障和告警
白塔公司1号一期风电场,HFJ045,5485,桨叶3刹车电压故障,2019-03-30 10:58:48.000,2019-03-30 11:11:20.000,752,桨叶硬件,故障和告警
白塔公司1号一期风电场,HFJ045,5457,变桨3备份电源电压故障,2019-03-30 10:58:48.000,2019-03-30 11:11:20.000,752,桨叶硬件,故障和告警
白塔公司1号一期风电场,HFJ045,6102,桨叶1系统错误,2019-03-30 10:58:48.000,2019-03-30 11:12:06.000,798,桨叶软件,故障和告警
