风场,风机名称,故障码,故障描述,发生时间,结束时间,故障时长(分),部件位置,故障类别
白塔公司1号二期风电场,HFJ109,5922,小风正常停机,2019-03-30 10:58:11.000,2019-03-30 10:58:48.000,37,变流器（控制器部分）,故障和告警
白塔公司1号二期风电场,HFJ109,5505,右扭缆超限,2019-03-29 21:52:51.000,2019-03-29 21:53:28.000,37,偏航,故障和告警
白塔公司1号二期风电场,HFJ109,5507,偏航自动解缆中,2019-03-29 21:52:51.000,2019-03-29 22:13:17.000,1226,偏航,故障和告警
白塔公司1号二期风电场,HFJ109,5121,能量管理平台停机,2019-03-29 11:22:06.000,2019-03-29 15:51:25.000,16159,控制器,故障和告警
白塔公司1号二期风电场,HFJ109,5121,能量管理平台停机,2019-03-29 10:26:08.000,2019-03-29 10:51:19.000,1511,控制器,故障和告警
白塔公司1号二期风电场,HFJ109,5121,能量管理平台停机,2019-03-29 08:56:43.000,2019-03-29 09:19:30.000,1367,控制器,故障和告警
白塔公司1号二期风电场,HFJ109,5922,小风正常停机,2019-03-29 07:42:01.000,2019-03-29 07:42:38.000,37,变流器（控制器部分）,故障和告警
白塔公司1号二期风电场,HFJ109,5507,偏航自动解缆中,2019-03-25 20:25:09.000,2019-03-25 20:44:34.000,1165,偏航,故障和告警
白塔公司1号二期风电场,HFJ109,5001,硬件看门狗触发安全链,2019-03-25 10:32:12.000,2019-03-25 10:35:52.000,220,安全链,故障和告警
白塔公司1号二期风电场,HFJ109,15704,桨叶2紧急顺桨模式,2019-03-25 10:32:12.000,2019-03-25 10:52:31.000,1219,桨叶硬件,故障和告警
白塔公司1号二期风电场,HFJ109,5009,机舱安全停按钮触发,2019-03-25 10:32:12.000,2019-03-25 10:35:52.000,220,安全链,故障和告警
白塔公司1号二期风电场,HFJ109,15804,桨叶3紧急顺桨模式,2019-03-25 10:32:12.000,2019-03-25 10:52:31.000,1219,桨叶硬件,故障和告警
白塔公司1号二期风电场,HFJ109,5003,风轮过转速(H),2019-03-25 10:32:12.000,2019-03-25 10:35:52.000,220,安全链,故障和告警
白塔公司1号二期风电场,HFJ109,15604,桨叶1紧急顺桨模式,2019-03-25 10:32:12.000,2019-03-25 10:52:31.000,1219,桨叶硬件,故障和告警
白塔公司1号二期风电场,HFJ109,15611,桨叶1安全链故障,2019-03-25 10:32:12.000,2019-03-25 10:52:31.000,1219,桨叶软件,故障和告警
白塔公司1号二期风电场,HFJ109,64025,主控制器安全链输入丢失(OS),2019-03-25 10:32:12.000,2019-03-25 10:51:13.000,1141,控制器,故障和告警
白塔公司1号二期风电场,HFJ109,5002,安全链2触发,2019-03-25 10:32:12.000,2019-03-25 10:52:31.000,1219,安全链,故障和告警
白塔公司1号二期风电场,HFJ109,15711,桨叶2安全链故障,2019-03-25 10:32:12.000,2019-03-25 10:52:31.000,1219,桨叶硬件,故障和告警
白塔公司1号二期风电场,HFJ109,15811,桨叶3安全链故障,2019-03-25 10:32:12.000,2019-03-25 10:52:31.000,1219,桨叶硬件,故障和告警
白塔公司1号二期风电场,HFJ109,15804,桨叶3紧急顺桨模式,2019-03-25 10:24:38.000,2019-03-25 10:30:20.000,342,桨叶硬件,故障和告警
白塔公司1号二期风电场,HFJ109,15611,桨叶1安全链故障,2019-03-25 10:24:38.000,2019-03-25 10:30:20.000,342,桨叶软件,故障和告警
白塔公司1号二期风电场,HFJ109,5002,安全链2触发,2019-03-25 10:24:38.000,2019-03-25 10:30:20.000,342,安全链,故障和告警
白塔公司1号二期风电场,HFJ109,5009,机舱安全停按钮触发,2019-03-25 10:24:38.000,2019-03-25 10:28:24.000,226,安全链,故障和告警
白塔公司1号二期风电场,HFJ109,5001,硬件看门狗触发安全链,2019-03-25 10:24:38.000,2019-03-25 10:28:24.000,226,安全链,故障和告警
白塔公司1号二期风电场,HFJ109,15604,桨叶1紧急顺桨模式,2019-03-25 10:24:38.000,2019-03-25 10:30:20.000,342,桨叶硬件,故障和告警
白塔公司1号二期风电场,HFJ109,5941,变流器跳闸,2019-03-25 10:24:38.000,2019-03-25 10:28:24.000,226,变流器（控制器部分）,故障和告警
白塔公司1号二期风电场,HFJ109,15711,桨叶2安全链故障,2019-03-25 10:24:38.000,2019-03-25 10:30:20.000,342,桨叶硬件,故障和告警
白塔公司1号二期风电场,HFJ109,64025,主控制器安全链输入丢失(OS),2019-03-25 10:24:38.000,2019-03-25 10:30:20.000,342,控制器,故障和告警
白塔公司1号二期风电场,HFJ109,5003,风轮过转速(H),2019-03-25 10:24:38.000,2019-03-25 10:28:24.000,226,安全链,故障和告警
白塔公司1号二期风电场,HFJ109,15704,桨叶2紧急顺桨模式,2019-03-25 10:24:38.000,2019-03-25 10:30:20.000,342,桨叶硬件,故障和告警
白塔公司1号二期风电场,HFJ109,15811,桨叶3安全链故障,2019-03-25 10:24:38.000,2019-03-25 10:30:20.000,342,桨叶硬件,故障和告警
白塔公司1号二期风电场,HFJ109,5507,偏航自动解缆中,2019-03-24 20:40:43.000,2019-03-24 21:01:10.000,1227,偏航,故障和告警
白塔公司1号二期风电场,HFJ109,5922,小风正常停机,2019-03-23 14:03:42.000,2019-03-23 14:06:07.000,145,变流器（控制器部分）,故障和告警
