风场,风机名称,故障码,故障描述,发生时间,结束时间,故障时长(分),部件位置,故障类别
五里坡公司3号一期风电场,HFJ098,5922,小风正常停机,2019-02-24 15:00:37.000,2019-02-24 15:01:16.000,39,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ098,5107,塔基手动正常停机,2019-02-24 09:24:07.000,2019-02-24 11:31:14.000,7627,控制器,故障和告警
五里坡公司3号一期风电场,HFJ098,5922,小风正常停机,2019-02-24 05:27:13.000,2019-02-24 05:28:11.000,58,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ098,5922,小风正常停机,2019-02-24 00:13:02.000,2019-02-24 00:13:52.000,50,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ098,5922,小风正常停机,2019-02-22 00:25:58.000,2019-02-22 00:26:49.000,51,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ098,5922,小风正常停机,2019-02-20 09:54:02.000,2019-02-20 09:54:40.000,38,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ098,5922,小风正常停机,2019-02-19 14:08:43.000,2019-02-19 14:09:17.000,34,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ098,5924,风机欠功率,2019-02-17 03:57:44.000,2019-02-17 03:58:11.000,27,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ098,6411,启机等风超时待机,2019-02-15 23:29:57.000,2019-02-15 23:30:23.000,26,超时,故障和告警
五里坡公司3号一期风电场,HFJ098,5922,小风正常停机,2019-02-13 23:33:53.000,2019-02-13 23:34:20.000,27,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ098,5924,风机欠功率,2019-02-12 07:43:49.000,2019-02-12 07:44:17.000,28,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ098,5922,小风正常停机,2019-02-09 18:34:40.000,2019-02-09 18:35:07.000,27,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ098,5922,小风正常停机,2019-02-09 17:58:27.000,2019-02-09 17:58:54.000,27,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ098,5922,小风正常停机,2019-02-09 16:37:07.000,2019-02-09 16:37:34.000,27,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ098,6411,启机等风超时待机,2019-02-09 05:38:20.000,2019-02-09 05:38:47.000,27,超时,故障和告警
五里坡公司3号一期风电场,HFJ098,5922,小风正常停机,2019-02-08 15:02:44.000,2019-02-08 15:03:22.000,38,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ098,5922,小风正常停机,2019-02-08 05:42:20.000,2019-02-08 05:43:01.000,41,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ098,5922,小风正常停机,2019-02-05 13:14:32.000,2019-02-05 13:15:23.000,51,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ098,5924,风机欠功率,2019-02-04 18:27:16.000,2019-02-04 18:28:06.000,50,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ098,5922,小风正常停机,2019-02-04 06:00:22.000,2019-02-04 06:01:01.000,39,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ098,5922,小风正常停机,2019-01-31 08:30:54.000,2019-01-31 08:31:44.000,50,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ098,5507,偏航自动解缆中,2019-01-26 02:16:12.000,2019-01-26 02:33:40.000,1048,偏航,故障和告警
五里坡公司3号一期风电场,HFJ098,5506,左扭缆超限,2019-01-26 02:16:12.000,2019-01-26 02:16:43.000,31,偏航,故障和告警
五里坡公司3号一期风电场,HFJ098,5924,风机欠功率,2019-01-25 21:34:13.000,2019-01-25 21:34:40.000,27,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ098,5924,风机欠功率,2019-01-25 08:02:49.000,2019-01-25 08:03:16.000,27,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ098,5922,小风正常停机,2019-01-23 14:56:27.000,2019-01-23 14:56:54.000,27,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ098,6411,启机等风超时待机,2019-01-22 14:37:34.000,2019-01-22 14:38:01.000,27,超时,故障和告警
五里坡公司3号一期风电场,HFJ098,6411,启机等风超时待机,2019-01-22 03:10:16.000,2019-01-22 03:10:53.000,37,超时,故障和告警
五里坡公司3号一期风电场,HFJ098,5922,小风正常停机,2019-01-21 16:51:09.000,2019-01-21 16:51:35.000,26,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ098,5922,小风正常停机,2019-01-20 23:50:27.000,2019-01-20 23:50:53.000,26,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ098,5922,小风正常停机,2019-01-20 17:13:07.000,2019-01-20 17:13:38.000,31,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ098,5506,左扭缆超限,2019-01-19 00:58:50.000,2019-01-19 00:59:16.000,26,偏航,故障和告警
五里坡公司3号一期风电场,HFJ098,5507,偏航自动解缆中,2019-01-19 00:58:50.000,2019-01-19 01:15:44.000,1014,偏航,故障和告警
五里坡公司3号一期风电场,HFJ098,5922,小风正常停机,2019-01-17 14:36:39.000,2019-01-17 14:37:19.000,40,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ098,5922,小风正常停机,2019-01-14 18:42:49.000,2019-01-14 18:43:29.000,40,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ098,5922,小风正常停机,2019-01-14 06:15:36.000,2019-01-14 06:16:32.000,56,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ098,5506,左扭缆超限,2019-01-11 01:14:35.000,2019-01-11 01:15:24.000,49,偏航,故障和告警
五里坡公司3号一期风电场,HFJ098,5507,偏航自动解缆中,2019-01-11 01:14:35.000,2019-01-11 01:31:49.000,1034,偏航,故障和告警
五里坡公司3号一期风电场,HFJ098,5922,小风正常停机,2019-01-10 22:07:27.000,2019-01-10 22:08:16.000,49,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ098,5922,小风正常停机,2019-01-09 07:07:23.000,2019-01-09 07:08:13.000,50,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ098,5922,小风正常停机,2019-01-07 14:59:22.000,2019-01-07 15:00:02.000,40,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ098,5507,偏航自动解缆中,2019-01-06 22:51:37.000,2019-01-06 23:08:26.000,1009,偏航,故障和告警
五里坡公司3号一期风电场,HFJ098,5922,小风正常停机,2019-01-04 20:02:02.000,2019-01-04 20:02:42.000,40,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ098,5922,小风正常停机,2019-01-04 19:18:55.000,2019-01-04 19:19:42.000,47,变流器（控制器部分）,故障和告警
