风场,风机名称,故障码,故障描述,发生时间,结束时间,故障时长(分),部件位置,故障类别
五里坡公司3号一期风电场,HFJ085,5922,小风正常停机,2019-02-28 16:04:09.000,2019-02-28 16:04:48.000,39,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5922,小风正常停机,2019-02-21 10:19:24.000,2019-02-21 10:20:15.000,51,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5922,小风正常停机,2019-02-20 12:46:25.000,2019-02-20 12:47:04.000,39,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,6411,启机等风超时待机,2019-02-18 17:52:24.000,2019-02-18 17:52:51.000,27,超时,故障和告警
五里坡公司3号一期风电场,HFJ085,5507,偏航自动解缆中,2019-02-18 14:58:21.000,2019-02-18 15:15:05.000,1004,偏航,故障和告警
五里坡公司3号一期风电场,HFJ085,5924,风机欠功率,2019-02-16 20:56:32.000,2019-02-16 20:56:59.000,27,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5922,小风正常停机,2019-02-16 12:55:25.000,2019-02-16 12:55:51.000,26,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5922,小风正常停机,2019-02-12 06:29:36.000,2019-02-12 06:30:03.000,27,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5922,小风正常停机,2019-02-11 06:11:22.000,2019-02-11 06:11:55.000,33,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5922,小风正常停机,2019-02-10 19:56:37.000,2019-02-10 19:57:04.000,27,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5922,小风正常停机,2019-02-10 07:49:55.000,2019-02-10 07:50:21.000,26,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5922,小风正常停机,2019-02-08 08:37:48.000,2019-02-08 08:38:26.000,38,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5922,小风正常停机,2019-02-06 09:13:50.000,2019-02-06 09:14:40.000,50,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5922,小风正常停机,2019-01-31 20:16:49.000,2019-01-31 20:17:43.000,54,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5108,维护模式,2019-01-28 12:52:09.000,2019-01-28 15:33:45.000,9696,控制器,故障和告警
五里坡公司3号一期风电场,HFJ085,5107,塔基手动正常停机,2019-01-28 12:51:17.000,2019-01-28 15:33:45.000,9748,控制器,故障和告警
五里坡公司3号一期风电场,HFJ085,5924,风机欠功率,2019-01-26 05:26:57.000,2019-01-26 05:27:26.000,29,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5507,偏航自动解缆中,2019-01-26 00:24:36.000,2019-01-26 00:41:25.000,1009,偏航,故障和告警
五里坡公司3号一期风电场,HFJ085,5922,小风正常停机,2019-01-23 14:40:00.000,2019-01-23 14:40:27.000,27,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5924,风机欠功率,2019-01-22 18:36:45.000,2019-01-22 18:37:11.000,26,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5922,小风正常停机,2019-01-19 15:11:12.000,2019-01-19 15:11:42.000,30,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5922,小风正常停机,2019-01-18 03:13:23.000,2019-01-18 03:14:00.000,37,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5922,小风正常停机,2019-01-18 00:03:22.000,2019-01-18 00:03:48.000,26,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5003,风轮过转速(H),2019-01-17 12:12:10.000,2019-01-17 14:20:07.000,7677,安全链,故障和告警
五里坡公司3号一期风电场,HFJ085,5012,安全链1触发,2019-01-17 12:12:10.000,2019-01-17 14:20:07.000,7677,安全链,故障和告警
五里坡公司3号一期风电场,HFJ085,64025,主控制器安全链输入丢失(OS),2019-01-17 12:12:10.000,2019-01-17 14:20:07.000,7677,控制器,故障和告警
五里坡公司3号一期风电场,HFJ085,5005,过振动(H),2019-01-17 12:12:10.000,2019-01-17 14:20:07.000,7677,安全链,故障和告警
五里坡公司3号一期风电场,HFJ085,5002,安全链2触发,2019-01-17 12:12:10.000,2019-01-17 14:20:07.000,7677,安全链,故障和告警
五里坡公司3号一期风电场,HFJ085,5001,硬件看门狗触发安全链,2019-01-17 12:12:10.000,2019-01-17 14:20:07.000,7677,安全链,故障和告警
五里坡公司3号一期风电场,HFJ085,5941,变流器跳闸,2019-01-17 12:12:10.000,2019-01-17 14:20:07.000,7677,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5004,发电机过转速(H),2019-01-17 12:12:10.000,2019-01-17 14:20:07.000,7677,安全链,故障和告警
五里坡公司3号一期风电场,HFJ085,5801,高速轴刹车非正常动作,2019-01-17 09:57:42.000,2019-01-17 14:55:42.000,17880,刹车系统,故障和告警
五里坡公司3号一期风电场,HFJ085,5119,机舱手动偏航使能,2019-01-17 09:57:03.000,2019-01-17 14:20:07.000,15784,控制器,故障和告警
五里坡公司3号一期风电场,HFJ085,6501,HMI手动停机,2019-01-17 09:24:15.000,2019-01-17 09:25:04.000,49,控制器,故障和告警
五里坡公司3号一期风电场,HFJ085,5108,维护模式,2019-01-17 09:24:15.000,2019-01-17 14:55:42.000,19887,控制器,故障和告警
五里坡公司3号一期风电场,HFJ085,5507,偏航自动解缆中,2019-01-09 22:40:55.000,2019-01-09 22:57:57.000,1022,偏航,故障和告警
五里坡公司3号一期风电场,HFJ085,5922,小风正常停机,2019-01-09 09:17:42.000,2019-01-09 09:18:31.000,49,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5922,小风正常停机,2019-01-09 07:46:22.000,2019-01-09 07:47:00.000,38,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,6411,启机等风超时待机,2019-01-07 01:17:15.000,2019-01-07 01:18:05.000,50,超时,故障和告警
五里坡公司3号一期风电场,HFJ085,5922,小风正常停机,2018-12-28 12:31:14.000,2018-12-28 12:32:02.000,48,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,6411,启机等风超时待机,2018-12-28 08:46:05.000,2018-12-28 08:46:44.000,39,超时,故障和告警
五里坡公司3号一期风电场,HFJ085,5924,风机欠功率,2018-12-23 21:30:35.000,2018-12-23 21:31:02.000,27,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5107,塔基手动正常停机,2018-12-23 09:59:17.000,2018-12-23 10:36:33.000,2236,控制器,故障和告警
五里坡公司3号一期风电场,HFJ085,6411,启机等风超时待机,2018-12-21 08:06:33.000,2018-12-21 08:07:04.000,31,超时,故障和告警
五里坡公司3号一期风电场,HFJ085,6411,启机等风超时待机,2018-12-19 12:04:54.000,2018-12-19 12:05:40.000,46,超时,故障和告警
五里坡公司3号一期风电场,HFJ085,5922,小风正常停机,2018-12-17 10:57:09.000,2018-12-17 10:57:54.000,45,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5922,小风正常停机,2018-12-13 15:31:35.000,2018-12-13 15:32:13.000,38,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5107,塔基手动正常停机,2018-12-11 19:45:16.000,2018-12-11 19:48:31.000,195,控制器,故障和告警
五里坡公司3号一期风电场,HFJ085,5001,硬件看门狗触发安全链,2018-12-11 19:38:39.000,2018-12-11 19:39:18.000,39,安全链,故障和告警
五里坡公司3号一期风电场,HFJ085,5010,安全继电器触发,2018-12-11 19:38:39.000,2018-12-11 19:39:18.000,39,安全链,故障和告警
五里坡公司3号一期风电场,HFJ085,5012,安全链1触发,2018-12-11 19:38:39.000,2018-12-11 19:39:18.000,39,安全链,故障和告警
五里坡公司3号一期风电场,HFJ085,5002,安全链2触发,2018-12-11 19:38:39.000,2018-12-11 19:39:18.000,39,安全链,故障和告警
五里坡公司3号一期风电场,HFJ085,5003,风轮过转速(H),2018-12-11 19:38:39.000,2018-12-11 19:39:18.000,39,安全链,故障和告警
五里坡公司3号一期风电场,HFJ085,5004,发电机过转速(H),2018-12-11 19:38:39.000,2018-12-11 19:39:18.000,39,安全链,故障和告警
五里坡公司3号一期风电场,HFJ085,5005,过振动(H),2018-12-11 19:38:39.000,2018-12-11 19:39:18.000,39,安全链,故障和告警
五里坡公司3号一期风电场,HFJ085,5011,主断路器跳闸,2018-12-11 19:38:39.000,2018-12-11 19:39:18.000,39,安全链,故障和告警
五里坡公司3号一期风电场,HFJ085,5119,机舱手动偏航使能,2018-12-11 19:38:39.000,2018-12-11 19:39:18.000,39,控制器,故障和告警
五里坡公司3号一期风电场,HFJ085,64025,主控制器安全链输入丢失(OS),2018-12-11 19:38:39.000,2018-12-11 19:39:18.000,39,控制器,故障和告警
五里坡公司3号一期风电场,HFJ085,1019,EtherCan模块CANopen通讯故障,2018-12-11 19:38:01.000,2018-12-11 19:38:39.000,38,其他,故障和告警
五里坡公司3号一期风电场,HFJ085,1023,变频器CANopen通讯故障,2018-12-11 19:38:01.000,2018-12-11 19:38:39.000,38,变流器,故障和告警
五里坡公司3号一期风电场,HFJ085,5948,变流器内部通讯错误,2018-12-11 19:38:01.000,2018-12-11 19:38:39.000,38,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5947,变流器主断路器故障,2018-12-11 19:38:01.000,2018-12-11 19:38:39.000,38,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5905,变流器通讯故障,2018-12-11 19:38:01.000,2018-12-11 19:38:39.000,38,变流器,故障和告警
五里坡公司3号一期风电场,HFJ085,5941,变流器跳闸,2018-12-11 19:37:21.000,2018-12-11 19:38:39.000,78,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5119,机舱手动偏航使能,2018-12-11 19:23:42.000,2018-12-11 19:36:01.000,739,控制器,故障和告警
五里坡公司3号一期风电场,HFJ085,5003,风轮过转速(H),2018-12-11 19:23:42.000,2018-12-11 19:36:01.000,739,安全链,故障和告警
五里坡公司3号一期风电场,HFJ085,5012,安全链1触发,2018-12-11 19:23:42.000,2018-12-11 19:36:01.000,739,安全链,故障和告警
五里坡公司3号一期风电场,HFJ085,5001,硬件看门狗触发安全链,2018-12-11 19:23:42.000,2018-12-11 19:36:01.000,739,安全链,故障和告警
五里坡公司3号一期风电场,HFJ085,5002,安全链2触发,2018-12-11 19:23:42.000,2018-12-11 19:36:01.000,739,安全链,故障和告警
五里坡公司3号一期风电场,HFJ085,5005,过振动(H),2018-12-11 19:23:42.000,2018-12-11 19:36:01.000,739,安全链,故障和告警
五里坡公司3号一期风电场,HFJ085,64025,主控制器安全链输入丢失(OS),2018-12-11 19:23:42.000,2018-12-11 19:36:01.000,739,控制器,故障和告警
五里坡公司3号一期风电场,HFJ085,5011,主断路器跳闸,2018-12-11 19:23:42.000,2018-12-11 19:36:01.000,739,安全链,故障和告警
五里坡公司3号一期风电场,HFJ085,5010,安全继电器触发,2018-12-11 19:23:42.000,2018-12-11 19:36:01.000,739,安全链,故障和告警
五里坡公司3号一期风电场,HFJ085,5108,维护模式,2018-12-11 19:23:42.000,2018-12-11 19:39:18.000,936,控制器,故障和告警
五里坡公司3号一期风电场,HFJ085,5004,发电机过转速(H),2018-12-11 19:23:42.000,2018-12-11 19:36:01.000,739,安全链,故障和告警
五里坡公司3号一期风电场,HFJ085,5989,变流器UPS电量低,2018-12-11 19:21:17.000,2018-12-11 19:35:23.000,846,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,1023,变频器CANopen通讯故障,2018-12-11 19:21:17.000,2018-12-11 19:35:23.000,846,变流器,故障和告警
五里坡公司3号一期风电场,HFJ085,5905,变流器通讯故障,2018-12-11 19:20:30.000,2018-12-11 19:35:23.000,893,变流器,故障和告警
五里坡公司3号一期风电场,HFJ085,5948,变流器内部通讯错误,2018-12-11 19:20:30.000,2018-12-11 19:35:23.000,893,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,1019,EtherCan模块CANopen通讯故障,2018-12-11 19:20:30.000,2018-12-11 19:35:23.000,893,其他,故障和告警
五里坡公司3号一期风电场,HFJ085,5947,变流器主断路器故障,2018-12-11 19:20:30.000,2018-12-11 19:35:23.000,893,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5941,变流器跳闸,2018-12-11 19:19:45.000,2018-12-11 19:35:23.000,938,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5905,变流器通讯故障,2018-12-11 19:16:45.000,2018-12-11 19:17:29.000,44,变流器,故障和告警
五里坡公司3号一期风电场,HFJ085,1019,EtherCan模块CANopen通讯故障,2018-12-11 19:16:45.000,2018-12-11 19:17:29.000,44,其他,故障和告警
五里坡公司3号一期风电场,HFJ085,1023,变频器CANopen通讯故障,2018-12-11 19:16:45.000,2018-12-11 19:17:29.000,44,变流器,故障和告警
五里坡公司3号一期风电场,HFJ085,5947,变流器主断路器故障,2018-12-11 19:16:45.000,2018-12-11 19:17:29.000,44,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5941,变流器跳闸,2018-12-11 19:13:48.000,2018-12-11 19:17:29.000,221,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5989,变流器UPS电量低,2018-12-11 18:52:38.000,2018-12-11 19:10:51.000,1093,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5108,维护模式,2018-12-11 18:52:38.000,2018-12-11 19:10:51.000,1093,控制器,故障和告警
五里坡公司3号一期风电场,HFJ085,5947,变流器主断路器故障,2018-12-11 18:51:53.000,2018-12-11 19:10:51.000,1138,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5905,变流器通讯故障,2018-12-11 18:51:53.000,2018-12-11 19:10:51.000,1138,变流器,故障和告警
五里坡公司3号一期风电场,HFJ085,1019,EtherCan模块CANopen通讯故障,2018-12-11 18:51:53.000,2018-12-11 19:10:51.000,1138,其他,故障和告警
五里坡公司3号一期风电场,HFJ085,1023,变频器CANopen通讯故障,2018-12-11 18:51:53.000,2018-12-11 19:10:51.000,1138,变流器,故障和告警
五里坡公司3号一期风电场,HFJ085,5941,变流器跳闸,2018-12-11 18:51:53.000,2018-12-11 19:10:51.000,1138,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5989,变流器UPS电量低,2018-12-11 18:48:06.000,2018-12-11 18:48:53.000,47,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,5948,变流器内部通讯错误,2018-12-11 18:47:22.000,2018-12-11 18:48:53.000,91,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ085,102,电网电压跌落,2018-12-11 18:47:22.000,2018-12-11 18:48:53.000,91,电网,故障和告警
五里坡公司3号一期风电场,HFJ085,5004,发电机过转速(H),2018-12-11 18:45:52.000,2018-12-11 18:48:53.000,181,安全链,故障和告警
五里坡公司3号一期风电场,HFJ085,5007,塔底紧停按钮触发,2018-12-11 18:45:52.000,2018-12-11 18:48:53.000,181,安全链,故障和告警
五里坡公司3号一期风电场,HFJ085,5108,维护模式,2018-12-11 18:45:52.000,2018-12-11 18:48:53.000,181,控制器,故障和告警
五里坡公司3号一期风电场,HFJ085,5119,机舱手动偏航使能,2018-12-11 18:45:52.000,2018-12-11 18:48:53.000,181,控制器,故障和告警
五里坡公司3号一期风电场,HFJ085,5011,主断路器跳闸,2018-12-11 18:45:52.000,2018-12-11 18:48:53.000,181,安全链,故障和告警
五里坡公司3号一期风电场,HFJ085,5010,安全继电器触发,2018-12-11 18:45:52.000,2018-12-11 18:48:53.000,181,安全链,故障和告警
五里坡公司3号一期风电场,HFJ085,5003,风轮过转速(H),2018-12-11 18:45:52.000,2018-12-11 18:48:53.000,181,安全链,故障和告警
