风场,风机名称,故障码,故障描述,发生时间,结束时间,故障时长(分),部件位置,故障类别
五里坡公司3号一期风电场,HFJ069,5107,塔基手动正常停机,2019-02-28 09:31:36.000,2019-02-28 11:44:42.000,7986,控制器,故障和告警
五里坡公司3号一期风电场,HFJ069,5108,维护模式,2019-02-28 09:31:36.000,2019-02-28 11:44:42.000,7986,控制器,故障和告警
五里坡公司3号一期风电场,HFJ069,5922,小风正常停机,2019-02-20 14:00:57.000,2019-02-20 14:01:37.000,40,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ069,5505,右扭缆超限,2019-02-18 21:55:33.000,2019-02-18 21:56:27.000,54,偏航,故障和告警
五里坡公司3号一期风电场,HFJ069,5507,偏航自动解缆中,2019-02-18 21:55:33.000,2019-02-18 22:12:49.000,1036,偏航,故障和告警
五里坡公司3号一期风电场,HFJ069,5922,小风正常停机,2019-02-16 22:50:38.000,2019-02-16 22:51:05.000,27,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ069,5109,SCADA停机,2019-02-16 03:28:53.000,2019-02-16 03:37:24.000,511,控制器,故障和告警
五里坡公司3号一期风电场,HFJ069,6411,启机等风超时待机,2019-02-13 05:29:48.000,2019-02-13 05:30:15.000,27,超时,故障和告警
五里坡公司3号一期风电场,HFJ069,5121,能量管理平台停机,2019-02-09 11:32:43.000,2019-02-09 11:41:51.000,548,控制器,故障和告警
五里坡公司3号一期风电场,HFJ069,5922,小风正常停机,2019-02-08 14:51:51.000,2019-02-08 14:52:29.000,38,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ069,5922,小风正常停机,2019-02-05 14:50:24.000,2019-02-05 14:51:03.000,39,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ069,5924,风机欠功率,2019-02-05 10:00:33.000,2019-02-05 10:01:12.000,39,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ069,5922,小风正常停机,2019-02-01 02:07:54.000,2019-02-01 02:08:45.000,51,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ069,5922,小风正常停机,2019-01-29 23:16:26.000,2019-01-29 23:17:17.000,51,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ069,5608,齿轮箱油泵接触器反馈故障,2019-01-29 10:35:38.000,2019-01-29 10:41:32.000,354,齿轮箱,故障和告警
五里坡公司3号一期风电场,HFJ069,5620,齿轮箱冷却风扇断路器跳闸,2019-01-29 10:18:33.000,2019-01-29 10:41:32.000,1379,齿轮箱,故障和告警
五里坡公司3号一期风电场,HFJ069,5602,齿轮箱油压低,2019-01-29 10:06:51.000,2019-01-29 10:41:32.000,2081,齿轮箱,故障和告警
五里坡公司3号一期风电场,HFJ069,5621,齿轮箱润滑泵断路器跳闸,2019-01-29 09:56:31.000,2019-01-29 10:41:32.000,2701,齿轮箱,故障和告警
五里坡公司3号一期风电场,HFJ069,5108,维护模式,2019-01-29 09:49:56.000,2019-01-29 10:48:47.000,3531,控制器,故障和告警
五里坡公司3号一期风电场,HFJ069,6501,HMI手动停机,2019-01-29 09:30:17.000,2019-01-29 10:41:32.000,4275,控制器,故障和告警
五里坡公司3号一期风电场,HFJ069,5615,齿轮箱油温高,2019-01-29 09:06:57.000,2019-01-29 09:11:11.000,254,齿轮箱,故障和告警
五里坡公司3号一期风电场,HFJ069,5922,小风正常停机,2019-01-27 10:06:18.000,2019-01-27 10:06:50.000,32,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ069,5924,风机欠功率,2019-01-25 22:07:29.000,2019-01-25 22:08:00.000,31,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ069,5615,齿轮箱油温高,2019-01-25 14:04:18.000,2019-01-25 14:14:41.000,623,齿轮箱,故障和告警
