风场,风机名称,故障码,故障描述,发生时间,结束时间,故障时长(分),部件位置,故障类别
白塔公司1号二期风电场,HFJ114,5121,能量管理平台停机,2019-03-29 11:22:06.000,2019-03-29 15:55:41.000,16415,控制器,故障和告警
白塔公司1号二期风电场,HFJ114,5922,小风正常停机,2019-03-29 07:49:24.000,2019-03-29 07:50:00.000,36,变流器（控制器部分）,故障和告警
白塔公司1号二期风电场,HFJ114,5507,偏航自动解缆中,2019-03-25 23:27:31.000,2019-03-25 23:48:43.000,1272,偏航,故障和告警
白塔公司1号二期风电场,HFJ114,5507,偏航自动解缆中,2019-03-19 07:12:25.000,2019-03-19 07:31:42.000,1157,偏航,故障和告警
白塔公司1号二期风电场,HFJ114,5507,偏航自动解缆中,2019-03-15 11:18:29.000,2019-03-15 11:38:40.000,1211,偏航,故障和告警
白塔公司1号二期风电场,HFJ114,5507,偏航自动解缆中,2019-03-13 06:39:08.000,2019-03-13 07:00:17.000,1269,偏航,故障和告警
白塔公司1号二期风电场,HFJ114,5505,右扭缆超限,2019-03-13 06:39:08.000,2019-03-13 06:41:01.000,113,偏航,故障和告警
白塔公司1号二期风电场,HFJ114,5507,偏航自动解缆中,2019-03-09 22:24:17.000,2019-03-09 22:44:51.000,1234,偏航,故障和告警
白塔公司1号二期风电场,HFJ114,5507,偏航自动解缆中,2019-03-07 10:32:09.000,2019-03-07 10:53:08.000,1259,偏航,故障和告警
白塔公司1号二期风电场,HFJ114,5507,偏航自动解缆中,2019-03-04 04:10:56.000,2019-03-04 04:30:56.000,1200,偏航,故障和告警
白塔公司1号二期风电场,HFJ114,5507,偏航自动解缆中,2019-03-02 16:14:21.000,2019-03-02 16:33:15.000,1134,偏航,故障和告警
白塔公司1号二期风电场,HFJ114,5924,风机欠功率,2019-02-25 00:30:40.000,2019-02-25 00:32:39.000,119,变流器（控制器部分）,故障和告警
白塔公司1号二期风电场,HFJ114,5507,偏航自动解缆中,2019-02-19 01:26:49.000,2019-02-19 01:47:23.000,1234,偏航,故障和告警
白塔公司1号二期风电场,HFJ114,6411,启机等风超时待机,2019-02-15 23:03:11.000,2019-02-15 23:04:14.000,63,超时,故障和告警
白塔公司1号二期风电场,HFJ114,6411,启机等风超时待机,2019-02-11 16:16:22.000,2019-02-11 16:17:12.000,50,超时,故障和告警
白塔公司1号二期风电场,HFJ114,5924,风机欠功率,2019-02-06 01:59:16.000,2019-02-06 02:01:12.000,116,变流器（控制器部分）,故障和告警
