风场,风机名称,故障码,故障描述,发生时间,结束时间,故障时长(分),部件位置,故障类别
五里坡公司3号一期风电场,HFJ078,5922,小风正常停机,2019-02-24 16:53:56.000,2019-02-24 16:54:36.000,40,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ078,5507,偏航自动解缆中,2019-02-24 15:14:50.000,2019-02-24 15:32:21.000,1051,偏航,故障和告警
五里坡公司3号一期风电场,HFJ078,5507,偏航自动解缆中,2019-02-11 12:11:35.000,2019-02-11 12:28:33.000,1018,偏航,故障和告警
五里坡公司3号一期风电场,HFJ078,5506,左扭缆超限,2019-02-11 12:11:35.000,2019-02-11 12:12:12.000,37,偏航,故障和告警
五里坡公司3号一期风电场,HFJ078,5109,SCADA停机,2019-02-11 11:22:31.000,2019-02-11 11:52:27.000,1796,控制器,故障和告警
五里坡公司3号一期风电场,HFJ078,5922,小风正常停机,2019-02-08 16:12:40.000,2019-02-08 16:13:29.000,49,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ078,5505,右扭缆超限,2019-02-06 19:36:11.000,2019-02-06 19:36:51.000,40,偏航,故障和告警
五里坡公司3号一期风电场,HFJ078,5507,偏航自动解缆中,2019-02-06 19:36:11.000,2019-02-06 19:53:06.000,1015,偏航,故障和告警
五里坡公司3号一期风电场,HFJ078,5922,小风正常停机,2019-02-05 17:12:39.000,2019-02-05 17:13:30.000,51,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ078,5924,风机欠功率,2019-02-04 18:30:35.000,2019-02-04 18:31:24.000,49,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ078,5507,偏航自动解缆中,2019-02-01 19:30:51.000,2019-02-01 19:47:16.000,985,偏航,故障和告警
五里坡公司3号一期风电场,HFJ078,5107,塔基手动正常停机,2019-01-31 09:59:20.000,2019-01-31 10:58:41.000,3561,控制器,故障和告警
五里坡公司3号一期风电场,HFJ078,6502,发电机浪涌保护故障,2019-01-31 09:01:32.000,2019-01-31 09:04:08.000,156,发电机,故障和告警
五里坡公司3号一期风电场,HFJ078,6503,配电浪涌保护反馈超限,2019-01-31 09:01:32.000,2019-01-31 09:04:08.000,156,其他,故障和告警
五里坡公司3号一期风电场,HFJ078,5711,发电机转子防雷保护故障 ,2019-01-31 09:01:32.000,2019-01-31 09:04:08.000,156,发电机,故障和告警
五里坡公司3号一期风电场,HFJ078,6502,发电机浪涌保护故障,2019-01-31 06:17:46.000,2019-01-31 08:14:27.000,7001,发电机,故障和告警
五里坡公司3号一期风电场,HFJ078,5711,发电机转子防雷保护故障 ,2019-01-31 06:17:46.000,2019-01-31 08:14:27.000,7001,发电机,故障和告警
五里坡公司3号一期风电场,HFJ078,6503,配电浪涌保护反馈超限,2019-01-31 06:17:46.000,2019-01-31 08:14:27.000,7001,其他,故障和告警
五里坡公司3号一期风电场,HFJ078,5711,发电机转子防雷保护故障 ,2019-01-31 05:12:00.000,2019-01-31 06:12:48.000,3648,发电机,故障和告警
五里坡公司3号一期风电场,HFJ078,6503,配电浪涌保护反馈超限,2019-01-31 05:12:00.000,2019-01-31 06:12:48.000,3648,其他,故障和告警
五里坡公司3号一期风电场,HFJ078,6502,发电机浪涌保护故障,2019-01-31 05:12:00.000,2019-01-31 06:12:48.000,3648,发电机,故障和告警
五里坡公司3号一期风电场,HFJ078,6502,发电机浪涌保护故障,2019-01-31 04:40:30.000,2019-01-31 04:45:07.000,277,发电机,故障和告警
五里坡公司3号一期风电场,HFJ078,6503,配电浪涌保护反馈超限,2019-01-31 04:40:30.000,2019-01-31 04:45:07.000,277,其他,故障和告警
五里坡公司3号一期风电场,HFJ078,5711,发电机转子防雷保护故障 ,2019-01-31 04:40:30.000,2019-01-31 04:45:07.000,277,发电机,故障和告警
五里坡公司3号一期风电场,HFJ078,6502,发电机浪涌保护故障,2019-01-31 02:03:09.000,2019-01-31 02:05:57.000,168,发电机,故障和告警
五里坡公司3号一期风电场,HFJ078,6503,配电浪涌保护反馈超限,2019-01-31 02:03:09.000,2019-01-31 02:05:57.000,168,其他,故障和告警
五里坡公司3号一期风电场,HFJ078,5711,发电机转子防雷保护故障 ,2019-01-31 02:03:09.000,2019-01-31 02:05:57.000,168,发电机,故障和告警
五里坡公司3号一期风电场,HFJ078,6502,发电机浪涌保护故障,2019-01-30 23:38:53.000,2019-01-30 23:46:13.000,440,发电机,故障和告警
五里坡公司3号一期风电场,HFJ078,6503,配电浪涌保护反馈超限,2019-01-30 23:38:53.000,2019-01-30 23:46:13.000,440,其他,故障和告警
五里坡公司3号一期风电场,HFJ078,5711,发电机转子防雷保护故障 ,2019-01-30 23:38:53.000,2019-01-30 23:46:13.000,440,发电机,故障和告警
五里坡公司3号一期风电场,HFJ078,5711,发电机转子防雷保护故障 ,2019-01-30 20:04:28.000,2019-01-30 20:23:44.000,1156,发电机,故障和告警
五里坡公司3号一期风电场,HFJ078,6503,配电浪涌保护反馈超限,2019-01-30 20:04:28.000,2019-01-30 20:23:44.000,1156,其他,故障和告警
五里坡公司3号一期风电场,HFJ078,6502,发电机浪涌保护故障,2019-01-30 20:04:28.000,2019-01-30 20:23:44.000,1156,发电机,故障和告警
五里坡公司3号一期风电场,HFJ078,6502,发电机浪涌保护故障,2019-01-30 19:36:09.000,2019-01-30 19:50:25.000,856,发电机,故障和告警
五里坡公司3号一期风电场,HFJ078,5711,发电机转子防雷保护故障 ,2019-01-30 19:36:09.000,2019-01-30 19:50:25.000,856,发电机,故障和告警
五里坡公司3号一期风电场,HFJ078,6503,配电浪涌保护反馈超限,2019-01-30 19:36:09.000,2019-01-30 19:50:25.000,856,其他,故障和告警
五里坡公司3号一期风电场,HFJ078,6503,配电浪涌保护反馈超限,2019-01-30 18:05:18.000,2019-01-30 18:25:16.000,1198,其他,故障和告警
五里坡公司3号一期风电场,HFJ078,5711,发电机转子防雷保护故障 ,2019-01-30 18:05:18.000,2019-01-30 18:25:16.000,1198,发电机,故障和告警
五里坡公司3号一期风电场,HFJ078,6502,发电机浪涌保护故障,2019-01-30 18:05:18.000,2019-01-30 18:25:16.000,1198,发电机,故障和告警
五里坡公司3号一期风电场,HFJ078,5108,维护模式,2019-01-30 10:50:37.000,2019-01-30 11:59:45.000,4148,控制器,故障和告警
五里坡公司3号一期风电场,HFJ078,5106,机舱手动正常停机,2019-01-30 10:32:23.000,2019-01-30 11:59:45.000,5242,控制器,故障和告警
五里坡公司3号一期风电场,HFJ078,6505,机舱手动正常停机,2019-01-30 10:32:23.000,2019-01-30 11:59:45.000,5242,其他,故障和告警
五里坡公司3号一期风电场,HFJ078,5108,维护模式,2019-01-30 10:09:56.000,2019-01-30 10:29:10.000,1154,控制器,故障和告警
五里坡公司3号一期风电场,HFJ078,5478,桨叶1充电器故障,2019-01-30 10:00:17.000,2019-01-30 10:03:35.000,198,桨叶硬件,故障和告警
五里坡公司3号一期风电场,HFJ078,5479,桨叶2充电器故障,2019-01-30 10:00:17.000,2019-01-30 10:03:35.000,198,桨叶硬件,故障和告警
五里坡公司3号一期风电场,HFJ078,5485,桨叶3刹车电压故障,2019-01-30 10:00:17.000,2019-01-30 10:03:35.000,198,桨叶硬件,故障和告警
五里坡公司3号一期风电场,HFJ078,1029,以太网接收故障,2019-01-30 10:00:17.000,2019-01-30 10:03:35.000,198,其他,故障和告警
五里坡公司3号一期风电场,HFJ078,5482,桨叶2充电传感器故障,2019-01-30 10:00:17.000,2019-01-30 10:03:35.000,198,桨叶硬件,故障和告警
五里坡公司3号一期风电场,HFJ078,5483,桨叶1刹车电压故障,2019-01-30 10:00:17.000,2019-01-30 10:03:35.000,198,桨叶硬件,故障和告警
五里坡公司3号一期风电场,HFJ078,5509,机舱位置标定中,2019-01-30 10:00:17.000,2019-01-30 10:13:18.000,781,偏航,故障和告警
五里坡公司3号一期风电场,HFJ078,5437,变桨系统内部硬件连接故障,2019-01-30 10:00:17.000,2019-01-30 10:03:35.000,198,桨叶硬件,故障和告警
五里坡公司3号一期风电场,HFJ078,5480,桨叶3充电器故障,2019-01-30 10:00:17.000,2019-01-30 10:03:35.000,198,桨叶硬件,故障和告警
五里坡公司3号一期风电场,HFJ078,5432,变桨系统通讯故障,2019-01-30 10:00:17.000,2019-01-30 10:03:35.000,198,桨叶硬件,故障和告警
五里坡公司3号一期风电场,HFJ078,5484,桨叶2刹车电压故障,2019-01-30 10:00:17.000,2019-01-30 10:03:35.000,198,桨叶硬件,故障和告警
五里坡公司3号一期风电场,HFJ078,5002,安全链2触发,2019-01-30 10:00:17.000,2019-01-30 10:03:35.000,198,安全链,故障和告警
五里坡公司3号一期风电场,HFJ078,5481,桨叶2断路器跳闸,2019-01-30 10:00:17.000,2019-01-30 10:03:35.000,198,桨叶硬件,故障和告警
五里坡公司3号一期风电场,HFJ078,6506,机舱防雷故障,2019-01-30 09:55:41.000,2019-01-30 10:00:17.000,276,其他,故障和告警
五里坡公司3号一期风电场,HFJ078,5710,发电机定转子防雷故障,2019-01-30 09:53:04.000,2019-01-30 10:00:17.000,433,发电机,故障和告警
五里坡公司3号一期风电场,HFJ078,5711,发电机转子防雷保护故障 ,2019-01-30 08:31:10.000,2019-01-30 10:00:17.000,5347,发电机,故障和告警
五里坡公司3号一期风电场,HFJ078,6503,配电浪涌保护反馈超限,2019-01-30 08:31:10.000,2019-01-30 10:00:17.000,5347,其他,故障和告警
五里坡公司3号一期风电场,HFJ078,6502,发电机浪涌保护故障,2019-01-30 08:31:10.000,2019-01-30 10:00:17.000,5347,发电机,故障和告警
五里坡公司3号一期风电场,HFJ078,6502,发电机浪涌保护故障,2019-01-30 08:27:54.000,2019-01-30 08:28:44.000,50,发电机,故障和告警
