风场,风机名称,故障码,故障描述,发生时间,结束时间,故障时长(分),部件位置,故障类别
五里坡公司2号一期风电场,HFJ014,5922,小风正常停机,2019-02-28 13:31:32.000,2019-02-28 13:32:21.000,49,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ014,5507,偏航自动解缆中,2019-02-26 05:14:41.000,2019-02-26 05:26:41.000,720,偏航,故障和告警
五里坡公司2号一期风电场,HFJ014,5505,右扭缆超限,2019-02-26 05:14:41.000,2019-02-26 05:15:41.000,60,偏航,故障和告警
五里坡公司2号一期风电场,HFJ014,5507,偏航自动解缆中,2019-02-24 19:50:19.000,2019-02-24 20:01:28.000,669,偏航,故障和告警
五里坡公司2号一期风电场,HFJ014,5924,风机欠功率,2019-02-19 09:40:20.000,2019-02-19 09:40:46.000,26,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ014,6411,启机等风超时待机,2019-02-19 04:41:28.000,2019-02-19 04:41:54.000,26,超时,故障和告警
五里坡公司2号一期风电场,HFJ014,6411,启机等风超时待机,2019-02-15 11:45:08.000,2019-02-15 11:45:35.000,27,超时,故障和告警
五里坡公司2号一期风电场,HFJ014,5109,SCADA停机,2019-02-11 11:25:12.000,2019-02-11 11:52:55.000,1663,控制器,故障和告警
五里坡公司2号一期风电场,HFJ014,5924,风机欠功率,2019-02-05 06:49:48.000,2019-02-05 06:50:27.000,39,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ014,5924,风机欠功率,2019-02-01 04:50:37.000,2019-02-01 04:51:16.000,39,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ014,5922,小风正常停机,2019-01-29 23:18:09.000,2019-01-29 23:18:59.000,50,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ014,5922,小风正常停机,2019-01-26 03:01:11.000,2019-01-26 03:01:38.000,27,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ014,5924,风机欠功率,2019-01-22 04:14:34.000,2019-01-22 04:15:05.000,31,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ014,5924,风机欠功率,2019-01-20 04:49:02.000,2019-01-20 04:49:29.000,27,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ014,5924,风机欠功率,2019-01-18 22:00:58.000,2019-01-18 22:01:25.000,27,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ014,5509,机舱位置标定中,2019-01-16 23:15:06.000,2019-01-16 23:16:45.000,99,偏航,故障和告警
五里坡公司2号一期风电场,HFJ014,5924,风机欠功率,2019-01-15 23:43:37.000,2019-01-15 23:44:16.000,39,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ014,5922,小风正常停机,2019-01-15 18:12:25.000,2019-01-15 18:13:15.000,50,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ014,5507,偏航自动解缆中,2019-01-12 21:13:43.000,2019-01-12 21:24:54.000,671,偏航,故障和告警
五里坡公司2号一期风电场,HFJ014,5507,偏航自动解缆中,2019-01-01 04:16:32.000,2019-01-01 04:27:52.000,680,偏航,故障和告警
五里坡公司2号一期风电场,HFJ014,5924,风机欠功率,2018-12-31 19:47:16.000,2018-12-31 19:47:54.000,38,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ014,5121,能量管理平台停机,2018-12-31 12:00:52.000,2018-12-31 12:02:12.000,80,控制器,故障和告警
五里坡公司2号一期风电场,HFJ014,5924,风机欠功率,2018-12-27 21:46:46.000,2018-12-27 21:47:24.000,38,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ014,5480,桨叶3充电器故障,2018-12-20 14:49:23.000,2018-12-20 15:03:11.000,828,桨叶硬件,故障和告警
五里坡公司2号一期风电场,HFJ014,5480,桨叶3充电器故障,2018-12-20 06:32:37.000,2018-12-20 06:35:55.000,198,桨叶硬件,故障和告警
五里坡公司2号一期风电场,HFJ014,5924,风机欠功率,2018-12-19 22:30:14.000,2018-12-19 22:31:03.000,49,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ014,5480,桨叶3充电器故障,2018-12-19 21:30:55.000,2018-12-19 21:42:04.000,669,桨叶硬件,故障和告警
五里坡公司2号一期风电场,HFJ014,5480,桨叶3充电器故障,2018-12-19 20:00:46.000,2018-12-19 20:05:28.000,282,桨叶硬件,故障和告警
五里坡公司2号一期风电场,HFJ014,5480,桨叶3充电器故障,2018-12-19 19:15:25.000,2018-12-19 19:16:13.000,48,桨叶硬件,故障和告警
五里坡公司2号一期风电场,HFJ014,5480,桨叶3充电器故障,2018-12-19 17:44:50.000,2018-12-19 17:51:19.000,389,桨叶硬件,故障和告警
五里坡公司2号一期风电场,HFJ014,5480,桨叶3充电器故障,2018-12-19 16:59:42.000,2018-12-19 17:24:00.000,1458,桨叶硬件,故障和告警
五里坡公司2号一期风电场,HFJ014,5801,高速轴刹车非正常动作,2018-12-19 13:09:28.000,2018-12-19 13:46:36.000,2228,刹车系统,故障和告警
五里坡公司2号一期风电场,HFJ014,5448,桨叶3限位开关95度触发,2018-12-19 12:47:38.000,2018-12-19 13:03:34.000,956,桨叶硬件,故障和告警
五里坡公司2号一期风电场,HFJ014,5602,齿轮箱油压低,2018-12-19 12:44:24.000,2018-12-19 13:03:34.000,1150,齿轮箱,故障和告警
五里坡公司2号一期风电场,HFJ014,5002,安全链2触发,2018-12-19 12:43:34.000,2018-12-19 12:44:24.000,50,安全链,故障和告警
五里坡公司2号一期风电场,HFJ014,6401,系统初始化超时待机,2018-12-19 12:39:27.000,2018-12-19 12:43:34.000,247,超时,故障和告警
五里坡公司2号一期风电场,HFJ014,5432,变桨系统通讯故障,2018-12-19 12:38:38.000,2018-12-19 12:43:34.000,296,桨叶硬件,故障和告警
五里坡公司2号一期风电场,HFJ014,5602,齿轮箱油压低,2018-12-19 12:27:55.000,2018-12-19 12:43:34.000,939,齿轮箱,故障和告警
五里坡公司2号一期风电场,HFJ014,5977,变流器转子侧其它故障,2018-12-19 12:26:15.000,2018-12-19 12:44:24.000,1089,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ014,5004,发电机过转速(H),2018-12-19 12:26:15.000,2018-12-19 12:27:05.000,50,安全链,故障和告警
五里坡公司2号一期风电场,HFJ014,5002,安全链2触发,2018-12-19 12:26:15.000,2018-12-19 12:27:55.000,100,安全链,故障和告警
五里坡公司2号一期风电场,HFJ014,5970,变流器系统故障,2018-12-19 12:26:15.000,2018-12-19 12:44:24.000,1089,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ014,64025,主控制器安全链输入丢失(OS),2018-12-19 12:26:15.000,2018-12-19 12:27:55.000,100,控制器,故障和告警
五里坡公司2号一期风电场,HFJ014,5001,硬件看门狗触发安全链,2018-12-19 12:26:15.000,2018-12-19 12:27:05.000,50,安全链,故障和告警
五里坡公司2号一期风电场,HFJ014,5002,安全链2触发,2018-12-19 12:24:34.000,2018-12-19 12:25:24.000,50,安全链,故障和告警
五里坡公司2号一期风电场,HFJ014,5001,硬件看门狗触发安全链,2018-12-19 12:24:34.000,2018-12-19 12:25:24.000,50,安全链,故障和告警
五里坡公司2号一期风电场,HFJ014,5003,风轮过转速(H),2018-12-19 12:24:34.000,2018-12-19 12:25:24.000,50,安全链,故障和告警
五里坡公司2号一期风电场,HFJ014,5005,过振动(H),2018-12-19 12:24:34.000,2018-12-19 12:25:24.000,50,安全链,故障和告警
五里坡公司2号一期风电场,HFJ014,5012,安全链1触发,2018-12-19 12:24:34.000,2018-12-19 12:25:24.000,50,安全链,故障和告警
五里坡公司2号一期风电场,HFJ014,5970,变流器系统故障,2018-12-19 12:24:34.000,2018-12-19 12:25:24.000,50,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ014,64025,主控制器安全链输入丢失(OS),2018-12-19 12:24:34.000,2018-12-19 12:25:24.000,50,控制器,故障和告警
五里坡公司2号一期风电场,HFJ014,5010,安全继电器触发,2018-12-19 12:24:34.000,2018-12-19 12:25:24.000,50,安全链,故障和告警
五里坡公司2号一期风电场,HFJ014,5119,机舱手动偏航使能,2018-12-19 12:24:34.000,2018-12-19 12:25:24.000,50,控制器,故障和告警
五里坡公司2号一期风电场,HFJ014,5004,发电机过转速(H),2018-12-19 12:24:34.000,2018-12-19 12:25:24.000,50,安全链,故障和告警
五里坡公司2号一期风电场,HFJ014,5007,塔底紧停按钮触发,2018-12-19 12:24:34.000,2018-12-19 12:25:24.000,50,安全链,故障和告警
五里坡公司2号一期风电场,HFJ014,5977,变流器转子侧其它故障,2018-12-19 12:24:34.000,2018-12-19 12:25:24.000,50,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ014,5011,主断路器跳闸,2018-12-19 12:24:34.000,2018-12-19 12:25:24.000,50,安全链,故障和告警
五里坡公司2号一期风电场,HFJ014,5446,桨叶1限位开关95度触发,2018-12-19 12:14:39.000,2018-12-19 12:23:44.000,545,桨叶硬件,故障和告警
五里坡公司2号一期风电场,HFJ014,5602,齿轮箱油压低,2018-12-19 12:12:12.000,2018-12-19 12:27:05.000,893,齿轮箱,故障和告警
五里坡公司2号一期风电场,HFJ014,5478,桨叶1充电器故障,2018-12-19 12:05:40.000,2018-12-19 12:10:34.000,294,桨叶硬件,故障和告警
五里坡公司2号一期风电场,HFJ014,5902,变流器复位超时,2018-12-19 11:59:27.000,2018-12-19 12:10:34.000,667,变流器,故障和告警
五里坡公司2号一期风电场,HFJ014,5977,变流器转子侧其它故障,2018-12-19 11:51:31.000,2018-12-19 12:12:12.000,1241,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ014,5002,安全链2触发,2018-12-19 11:51:31.000,2018-12-19 12:12:12.000,1241,安全链,故障和告警
五里坡公司2号一期风电场,HFJ014,5970,变流器系统故障,2018-12-19 11:51:31.000,2018-12-19 12:12:12.000,1241,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ014,5432,变桨系统通讯故障,2018-12-19 11:50:51.000,2018-12-19 12:10:34.000,1183,桨叶硬件,故障和告警
五里坡公司2号一期风电场,HFJ014,5480,桨叶3充电器故障,2018-12-19 11:50:12.000,2018-12-19 12:10:34.000,1222,桨叶硬件,故障和告警
五里坡公司2号一期风电场,HFJ014,5613,齿轮箱油泵启动失败,2018-12-19 11:33:10.000,2018-12-19 12:10:34.000,2244,齿轮箱,故障和告警
五里坡公司2号一期风电场,HFJ014,5602,齿轮箱油压低,2018-12-19 10:37:41.000,2018-12-19 12:10:34.000,5573,齿轮箱,故障和告警
五里坡公司2号一期风电场,HFJ014,5621,齿轮箱润滑泵断路器跳闸,2018-12-19 10:27:29.000,2018-12-19 13:03:34.000,9365,齿轮箱,故障和告警
五里坡公司2号一期风电场,HFJ014,5801,高速轴刹车非正常动作,2018-12-19 10:06:48.000,2018-12-19 13:03:34.000,10606,刹车系统,故障和告警
五里坡公司2号一期风电场,HFJ014,5432,变桨系统通讯故障,2018-12-19 09:49:38.000,2018-12-19 09:50:17.000,39,桨叶硬件,故障和告警
五里坡公司2号一期风电场,HFJ014,5002,安全链2触发,2018-12-19 09:49:38.000,2018-12-19 09:50:17.000,39,安全链,故障和告警
五里坡公司2号一期风电场,HFJ014,5970,变流器系统故障,2018-12-19 09:49:38.000,2018-12-19 09:56:20.000,402,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ014,5485,桨叶3刹车电压故障,2018-12-19 09:49:38.000,2018-12-19 09:50:17.000,39,桨叶硬件,故障和告警
五里坡公司2号一期风电场,HFJ014,64037,非正常关机(OS),2018-12-19 09:49:38.000,2018-12-19 09:50:17.000,39,控制器,故障和告警
五里坡公司2号一期风电场,HFJ014,5457,变桨3备份电源电压故障,2018-12-19 09:49:38.000,2018-12-19 09:50:17.000,39,桨叶硬件,故障和告警
五里坡公司2号一期风电场,HFJ014,5442,桨叶1电机冷却风扇跳闸,2018-12-19 09:49:38.000,2018-12-19 09:50:17.000,39,桨叶硬件,故障和告警
五里坡公司2号一期风电场,HFJ014,5445,桨叶1备用电源电压故障,2018-12-19 09:49:38.000,2018-12-19 09:50:17.000,39,桨叶硬件,故障和告警
五里坡公司2号一期风电场,HFJ014,5483,桨叶1刹车电压故障,2018-12-19 09:49:38.000,2018-12-19 09:50:17.000,39,桨叶硬件,故障和告警
五里坡公司2号一期风电场,HFJ014,5451,桨叶2备用电源电压故障,2018-12-19 09:49:38.000,2018-12-19 09:50:17.000,39,桨叶硬件,故障和告警
五里坡公司2号一期风电场,HFJ014,5977,变流器转子侧其它故障,2018-12-19 09:49:38.000,2018-12-19 09:56:20.000,402,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ014,5484,桨叶2刹车电压故障,2018-12-19 09:49:38.000,2018-12-19 09:50:17.000,39,桨叶硬件,故障和告警
五里坡公司2号一期风电场,HFJ014,5437,变桨系统内部硬件连接故障,2018-12-19 09:49:38.000,2018-12-19 09:50:17.000,39,桨叶硬件,故障和告警
五里坡公司2号一期风电场,HFJ014,5108,维护模式,2018-12-19 09:45:04.000,2018-12-19 13:46:36.000,14492,控制器,故障和告警
五里坡公司2号一期风电场,HFJ014,5902,变流器复位超时,2018-12-19 09:23:15.000,2018-12-19 09:45:04.000,1309,变流器,故障和告警
