风场,风机名称,故障码,故障描述,发生时间,结束时间,故障时长(分),部件位置,故障类别
五里坡公司3号一期风电场,HFJ081,5507,偏航自动解缆中,2019-02-27 02:29:47.000,2019-02-27 02:46:46.000,1019,偏航,故障和告警
五里坡公司3号一期风电场,HFJ081,6411,启机等风超时待机,2019-02-21 17:02:21.000,2019-02-21 17:03:08.000,47,超时,故障和告警
五里坡公司3号一期风电场,HFJ081,5922,小风正常停机,2019-02-16 18:33:21.000,2019-02-16 18:33:48.000,27,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ081,5922,小风正常停机,2019-02-15 17:25:19.000,2019-02-15 17:25:47.000,28,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ081,5109,SCADA停机,2019-02-12 04:45:14.000,2019-02-12 04:46:09.000,55,控制器,故障和告警
五里坡公司3号一期风电场,HFJ081,5922,小风正常停机,2019-02-11 23:25:22.000,2019-02-11 23:25:55.000,33,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ081,5109,SCADA停机,2019-02-11 11:22:31.000,2019-02-11 11:52:27.000,1796,控制器,故障和告警
五里坡公司3号一期风电场,HFJ081,5922,小风正常停机,2019-02-10 19:38:48.000,2019-02-10 19:39:14.000,26,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ081,5922,小风正常停机,2019-02-10 13:13:42.000,2019-02-10 13:14:13.000,31,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ081,5922,小风正常停机,2019-02-10 10:37:03.000,2019-02-10 10:37:30.000,27,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ081,5922,小风正常停机,2019-02-10 09:37:51.000,2019-02-10 09:38:17.000,26,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ081,5922,小风正常停机,2019-02-05 12:29:27.000,2019-02-05 12:30:17.000,50,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ081,5922,小风正常停机,2019-02-01 22:33:17.000,2019-02-01 22:34:04.000,47,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ081,5922,小风正常停机,2019-02-01 01:41:32.000,2019-02-01 01:42:10.000,38,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ081,5922,小风正常停机,2019-01-31 15:00:59.000,2019-01-31 15:01:37.000,38,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ081,5922,小风正常停机,2019-01-31 09:04:48.000,2019-01-31 09:05:34.000,46,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ081,5107,塔基手动正常停机,2019-01-27 12:45:51.000,2019-01-27 16:14:24.000,12513,控制器,故障和告警
五里坡公司3号一期风电场,HFJ081,5108,维护模式,2019-01-27 12:45:51.000,2019-01-27 16:14:24.000,12513,控制器,故障和告警
五里坡公司3号一期风电场,HFJ081,5922,小风正常停机,2019-01-24 18:55:00.000,2019-01-24 18:55:27.000,27,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ081,6411,启机等风超时待机,2019-01-22 16:35:32.000,2019-01-22 16:35:59.000,27,超时,故障和告警
五里坡公司3号一期风电场,HFJ081,5922,小风正常停机,2019-01-22 14:30:28.000,2019-01-22 14:30:54.000,26,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ081,5922,小风正常停机,2019-01-20 21:51:27.000,2019-01-20 21:51:53.000,26,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ081,5922,小风正常停机,2019-01-20 15:52:58.000,2019-01-20 15:53:24.000,26,变流器（控制器部分）,故障和告警
五里坡公司3号一期风电场,HFJ081,5507,偏航自动解缆中,2019-01-17 00:19:01.000,2019-01-17 00:35:40.000,999,偏航,故障和告警
五里坡公司3号一期风电场,HFJ081,5922,小风正常停机,2019-01-14 22:20:53.000,2019-01-14 22:21:42.000,49,变流器（控制器部分）,故障和告警
