风场,风机名称,故障码,故障描述,发生时间,结束时间,故障时长(分),部件位置,故障类别
白塔公司1号一期风电场,HFJ043,5904,机组正常待机,2019-03-30 19:06:28.000,2019-03-30 19:11:14.000,286,变流器,故障和告警
白塔公司1号一期风电场,HFJ043,5904,机组正常待机,2019-03-30 16:59:39.000,2019-03-30 17:04:25.000,286,变流器,故障和告警
白塔公司1号一期风电场,HFJ043,5904,机组正常待机,2019-03-30 16:11:47.000,2019-03-30 16:16:51.000,304,变流器,故障和告警
白塔公司1号一期风电场,HFJ043,5904,机组正常待机,2019-03-30 15:44:45.000,2019-03-30 15:49:25.000,280,变流器,故障和告警
白塔公司1号一期风电场,HFJ043,5904,机组正常待机,2019-03-30 15:23:01.000,2019-03-30 15:28:35.000,334,变流器,故障和告警
白塔公司1号一期风电场,HFJ043,7200,备用电源测试告警,2019-03-30 15:23:01.000,2019-03-30 15:24:16.000,75,测试,故障和告警
白塔公司1号一期风电场,HFJ043,5904,机组正常待机,2019-03-30 15:08:10.000,2019-03-30 15:13:24.000,314,变流器,故障和告警
白塔公司1号一期风电场,HFJ043,5509,机舱位置标定中,2019-03-30 14:54:25.000,2019-03-30 14:56:52.000,147,偏航,故障和告警
白塔公司1号一期风电场,HFJ043,5904,机组正常待机,2019-03-30 14:54:25.000,2019-03-30 14:59:57.000,332,变流器,故障和告警
白塔公司1号一期风电场,HFJ043,5904,机组正常待机,2019-03-30 13:27:17.000,2019-03-30 13:32:12.000,295,变流器,故障和告警
白塔公司1号一期风电场,HFJ043,5437,变桨系统内部硬件连接故障,2019-03-30 10:46:23.000,2019-03-30 10:56:18.000,595,桨叶硬件,故障和告警
白塔公司1号一期风电场,HFJ043,5941,变流器跳闸,2019-03-30 10:46:23.000,2019-03-30 10:56:18.000,595,变流器（控制器部分）,故障和告警
白塔公司1号一期风电场,HFJ043,6103,桨叶2系统错误,2019-03-30 10:46:23.000,2019-03-30 10:56:18.000,595,桨叶软件,故障和告警
白塔公司1号一期风电场,HFJ043,5432,变桨系统通讯故障,2019-03-30 10:46:23.000,2019-03-30 10:56:18.000,595,桨叶硬件,故障和告警
白塔公司1号一期风电场,HFJ043,5457,变桨3备份电源电压故障,2019-03-30 10:46:23.000,2019-03-30 10:56:18.000,595,桨叶硬件,故障和告警
白塔公司1号一期风电场,HFJ043,5904,机组正常待机,2019-03-30 10:46:23.000,2019-03-30 10:51:21.000,298,变流器,故障和告警
白塔公司1号一期风电场,HFJ043,5002,安全链2触发,2019-03-30 10:46:23.000,2019-03-30 10:56:18.000,595,安全链,故障和告警
