风场,风机名称,故障码,故障描述,发生时间,结束时间,故障时长(分),部件位置,故障类别
五里坡公司2号一期风电场,HFJ006,5507,偏航自动解缆中,2019-02-27 15:41:58.000,2019-02-27 15:53:49.000,711,偏航,故障和告警
五里坡公司2号一期风电场,HFJ006,5505,右扭缆超限,2019-02-27 15:41:58.000,2019-02-27 15:42:38.000,40,偏航,故障和告警
五里坡公司2号一期风电场,HFJ006,5853,主轴轴承润滑故障,2019-02-22 07:02:37.000,2019-02-22 07:51:42.000,2945,润滑系统,故障和告警
五里坡公司2号一期风电场,HFJ006,5922,小风正常停机,2019-02-21 14:46:25.000,2019-02-21 14:47:11.000,46,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ006,5119,机舱手动偏航使能,2019-02-21 11:58:34.000,2019-02-21 12:15:05.000,991,控制器,故障和告警
五里坡公司2号一期风电场,HFJ006,5613,齿轮箱油泵启动失败,2019-02-21 10:34:58.000,2019-02-21 11:52:33.000,4655,齿轮箱,故障和告警
五里坡公司2号一期风电场,HFJ006,5802,液压系统压力低,2019-02-21 09:41:44.000,2019-02-21 11:53:14.000,7890,刹车系统,故障和告警
五里坡公司2号一期风电场,HFJ006,5602,齿轮箱油压低,2019-02-21 09:39:05.000,2019-02-21 11:52:33.000,8008,齿轮箱,故障和告警
五里坡公司2号一期风电场,HFJ006,5119,机舱手动偏航使能,2019-02-21 09:36:16.000,2019-02-21 11:52:33.000,8177,控制器,故障和告警
五里坡公司2号一期风电场,HFJ006,5530,偏航电机1-2断路器跳闸,2019-02-21 09:33:58.000,2019-02-21 11:52:33.000,8315,偏航驱动,故障和告警
五里坡公司2号一期风电场,HFJ006,5531,偏航电机3-4断路器跳闸,2019-02-21 09:33:58.000,2019-02-21 11:52:33.000,8315,偏航驱动,故障和告警
五里坡公司2号一期风电场,HFJ006,5806,液压泵断路器跳闸,2019-02-21 09:33:58.000,2019-02-21 11:52:33.000,8315,刹车系统,故障和告警
五里坡公司2号一期风电场,HFJ006,5621,齿轮箱润滑泵断路器跳闸,2019-02-21 09:29:01.000,2019-02-21 11:52:33.000,8612,齿轮箱,故障和告警
五里坡公司2号一期风电场,HFJ006,5107,塔基手动正常停机,2019-02-21 09:05:20.000,2019-02-21 11:52:33.000,10033,控制器,故障和告警
五里坡公司2号一期风电场,HFJ006,5108,维护模式,2019-02-21 09:05:20.000,2019-02-21 12:15:05.000,11385,控制器,故障和告警
五里坡公司2号一期风电场,HFJ006,5121,能量管理平台停机,2019-02-21 05:29:38.000,2019-02-21 05:37:31.000,473,控制器,故障和告警
五里坡公司2号一期风电场,HFJ006,5922,小风正常停机,2019-02-15 10:41:31.000,2019-02-15 10:41:58.000,27,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ006,5121,能量管理平台停机,2019-02-09 22:01:45.000,2019-02-09 22:10:59.000,554,控制器,故障和告警
五里坡公司2号一期风电场,HFJ006,5121,能量管理平台停机,2019-02-01 02:20:46.000,2019-02-01 02:29:22.000,516,控制器,故障和告警
五里坡公司2号一期风电场,HFJ006,1019,EtherCan模块CANopen通讯故障,2019-01-31 16:23:33.000,2019-01-31 16:26:03.000,150,其他,故障和告警
五里坡公司2号一期风电场,HFJ006,1023,变频器CANopen通讯故障,2019-01-31 16:23:33.000,2019-01-31 16:26:03.000,150,变流器,故障和告警
五里坡公司2号一期风电场,HFJ006,5965,变流器接口模块通讯故障,2019-01-31 16:23:33.000,2019-01-31 16:26:03.000,150,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ006,5969,变流器转子侧门极驱动故障,2019-01-31 16:23:33.000,2019-01-31 16:26:03.000,150,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ006,102,电网电压跌落,2019-01-31 16:23:33.000,2019-01-31 16:26:03.000,150,电网,故障和告警
五里坡公司2号一期风电场,HFJ006,5905,变流器通讯故障,2019-01-31 16:23:33.000,2019-01-31 16:26:03.000,150,变流器,故障和告警
五里坡公司2号一期风电场,HFJ006,5902,变流器复位超时,2019-01-31 15:58:12.000,2019-01-31 16:26:03.000,1671,变流器,故障和告警
五里坡公司2号一期风电场,HFJ006,5970,变流器系统故障,2019-01-31 15:48:07.000,2019-01-31 16:26:03.000,2276,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ006,5978,变流器网侧其它故障,2019-01-31 15:48:07.000,2019-01-31 16:26:03.000,2276,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ006,5941,变流器跳闸,2019-01-31 15:48:07.000,2019-01-31 16:26:03.000,2276,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ006,5922,小风正常停机,2019-01-19 20:22:30.000,2019-01-19 20:23:01.000,31,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ006,5922,小风正常停机,2019-01-18 13:49:56.000,2019-01-18 13:50:23.000,27,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ006,5924,风机欠功率,2019-01-18 04:16:31.000,2019-01-18 04:17:08.000,37,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ006,5121,能量管理平台停机,2019-01-15 02:32:07.000,2019-01-15 02:40:49.000,522,控制器,故障和告警
五里坡公司2号一期风电场,HFJ006,5507,偏航自动解缆中,2019-01-12 23:59:13.000,2019-01-13 00:10:27.000,674,偏航,故障和告警
五里坡公司2号一期风电场,HFJ006,5121,能量管理平台停机,2019-01-11 06:02:04.000,2019-01-11 06:10:59.000,535,控制器,故障和告警
五里坡公司2号一期风电场,HFJ006,5507,偏航自动解缆中,2019-01-08 05:24:53.000,2019-01-08 05:35:47.000,654,偏航,故障和告警
五里坡公司2号一期风电场,HFJ006,5121,能量管理平台停机,2019-01-03 21:49:18.000,2019-01-03 21:49:56.000,38,控制器,故障和告警
五里坡公司2号一期风电场,HFJ006,5121,能量管理平台停机,2018-12-31 12:09:07.000,2018-12-31 12:09:56.000,49,控制器,故障和告警
五里坡公司2号一期风电场,HFJ006,5121,能量管理平台停机,2018-12-31 12:00:52.000,2018-12-31 12:02:12.000,80,控制器,故障和告警
五里坡公司2号一期风电场,HFJ006,5442,桨叶1电机冷却风扇跳闸,2018-12-27 15:49:41.000,2018-12-27 15:50:20.000,39,桨叶硬件,故障和告警
五里坡公司2号一期风电场,HFJ006,5457,变桨3备份电源电压故障,2018-12-27 15:49:41.000,2018-12-27 15:50:20.000,39,桨叶硬件,故障和告警
五里坡公司2号一期风电场,HFJ006,5977,变流器转子侧其它故障,2018-12-27 15:49:41.000,2018-12-27 15:51:00.000,79,变流器（控制器部分）,故障和告警
五里坡公司2号一期风电场,HFJ006,5445,桨叶1备用电源电压故障,2018-12-27 15:49:41.000,2018-12-27 15:50:20.000,39,桨叶硬件,故障和告警
五里坡公司2号一期风电场,HFJ006,5451,桨叶2备用电源电压故障,2018-12-27 15:49:41.000,2018-12-27 15:50:20.000,39,桨叶硬件,故障和告警
五里坡公司2号一期风电场,HFJ006,5484,桨叶2刹车电压故障,2018-12-27 15:49:41.000,2018-12-27 15:50:20.000,39,桨叶硬件,故障和告警
五里坡公司2号一期风电场,HFJ006,5437,变桨系统内部硬件连接故障,2018-12-27 15:49:41.000,2018-12-27 15:50:20.000,39,桨叶硬件,故障和告警
五里坡公司2号一期风电场,HFJ006,5002,安全链2触发,2018-12-27 15:49:41.000,2018-12-27 15:50:20.000,39,安全链,故障和告警
五里坡公司2号一期风电场,HFJ006,5485,桨叶3刹车电压故障,2018-12-27 15:49:41.000,2018-12-27 15:50:20.000,39,桨叶硬件,故障和告警
